age,job,marital,education
33,housemaid,married,primary
53,technician,married,secondary
50,blue-collar,married,primary
45,housemaid,married,primary
36,management,single,tertiary
45,technician,married,tertiary
35,blue-collar,divorced,primary
40,management,married,secondary
52,blue-collar,married,primary
34,services,married,secondary
45,admin.,single,secondary
29,technician,single,secondary
45,entrepreneur,married,tertiary
35,management,married,tertiary
40,management,married,tertiary
38,blue-collar,single,primary
35,technician,married,secondary
51,blue-collar,married,primary
48,technician,married,secondary
36,services,married,tertiary
58,retired,married,primary
28,services,single,secondary
46,management,married,secondary
58,management,married,tertiary
53,technician,married,secondary
38,technician,single,secondary
59,retired,married,primary
43,blue-collar,married,primary
47,blue-collar,married,primary
48,management,divorced,tertiary
30,blue-collar,married,primary
32,services,married,secondary
63,retired,divorced,primary
55,services,married,secondary
46,blue-collar,married,primary
52,blue-collar,single,primary
32,entrepreneur,single,tertiary
34,management,married,tertiary
30,technician,married,secondary
26,blue-collar,married,secondary
32,self-employed,divorced,tertiary
20,student,single,tertiary
57,retired,married,primary
41,blue-collar,married,primary
49,management,married,tertiary
39,blue-collar,married,secondary
38,admin.,divorced,secondary
35,technician,divorced,tertiary
36,housemaid,married,secondary
49,management,single,tertiary
32,technician,married,tertiary
42,admin.,married,secondary
45,blue-collar,married,primary
38,management,married,tertiary
59,technician,married,secondary
60,management,divorced,tertiary
40,services,divorced,secondary
59,blue-collar,married,primary
48,blue-collar,married,secondary
40,blue-collar,married,primary
45,blue-collar,married,primary
32,blue-collar,married,primary
28,blue-collar,married,secondary
49,unemployed,married,primary
45,housemaid,married,tertiary
32,management,single,tertiary
36,unemployed,married,primary
22,student,single,secondary
52,blue-collar,divorced,primary
48,management,married,tertiary
38,management,single,tertiary
55,management,married,primary
59,management,divorced,tertiary
32,blue-collar,married,primary
28,management,single,tertiary
31,services,married,primary
37,admin.,married,secondary
37,blue-collar,married,secondary
49,technician,married,secondary
36,blue-collar,married,tertiary
40,blue-collar,divorced,primary
35,services,married,primary
27,admin.,married,tertiary
42,services,married,secondary
37,technician,married,secondary
29,admin.,divorced,secondary
41,admin.,divorced,secondary
33,student,married,tertiary
52,management,married,tertiary
28,technician,single,tertiary
26,student,single,tertiary
35,technician,divorced,secondary
28,blue-collar,single,primary
32,self-employed,married,tertiary
30,management,single,tertiary
50,technician,married,tertiary
30,technician,divorced,tertiary
47,blue-collar,married,secondary
34,management,married,tertiary
55,blue-collar,married,primary
27,self-employed,single,tertiary
39,blue-collar,single,primary
52,blue-collar,divorced,primary
29,management,single,tertiary
29,admin.,single,secondary
38,technician,married,secondary
60,unknown,married,primary
45,services,single,secondary
53,retired,married,tertiary
36,admin.,divorced,secondary
45,admin.,single,secondary
33,blue-collar,single,secondary
39,entrepreneur,married,tertiary
35,unemployed,divorced,secondary
52,management,divorced,tertiary
59,retired,married,primary
43,entrepreneur,married,tertiary
49,technician,single,secondary
30,management,single,tertiary
40,services,married,primary
44,unemployed,married,primary
50,services,married,primary
28,admin.,single,secondary
34,management,single,tertiary
59,blue-collar,married,primary
34,entrepreneur,married,secondary
30,technician,single,secondary
32,housemaid,single,tertiary
31,blue-collar,single,primary
46,blue-collar,married,secondary
43,blue-collar,married,primary
53,services,divorced,primary
33,management,married,tertiary
54,housemaid,married,secondary
33,management,married,tertiary
57,management,married,tertiary
38,entrepreneur,married,primary
60,services,married,secondary
36,management,single,tertiary
56,blue-collar,married,primary
38,management,married,tertiary
25,technician,single,tertiary
53,blue-collar,married,primary
49,management,married,secondary
38,blue-collar,single,primary
36,entrepreneur,married,secondary
36,technician,married,tertiary
35,technician,divorced,secondary
53,blue-collar,married,primary
36,management,married,tertiary
31,blue-collar,single,secondary
36,blue-collar,single,primary
35,technician,divorced,secondary
52,self-employed,married,secondary
64,retired,married,tertiary
39,technician,married,tertiary
40,self-employed,married,tertiary
34,technician,single,tertiary
51,services,divorced,secondary
28,management,single,tertiary
59,technician,divorced,secondary
58,blue-collar,married,primary
27,unemployed,married,primary
47,admin.,single,primary
66,retired,married,primary
34,technician,single,secondary
29,management,single,tertiary
25,management,single,secondary
47,unemployed,married,primary
38,entrepreneur,single,tertiary
57,blue-collar,married,primary
49,housemaid,married,primary
47,admin.,divorced,secondary
33,blue-collar,single,secondary
27,admin.,married,secondary
50,blue-collar,married,primary
47,management,married,tertiary
39,technician,single,secondary
48,management,married,tertiary
54,management,divorced,tertiary
53,unemployed,single,primary
39,blue-collar,married,secondary
35,admin.,single,secondary
48,blue-collar,single,secondary
30,management,single,tertiary
50,technician,divorced,tertiary
51,retired,married,primary
41,management,divorced,tertiary
35,technician,single,tertiary
31,services,single,secondary
37,technician,married,tertiary
42,blue-collar,married,primary
48,blue-collar,married,primary
32,management,single,secondary
51,technician,divorced,tertiary
39,admin.,married,secondary
33,blue-collar,married,primary
36,blue-collar,married,secondary
24,admin.,single,tertiary
50,management,married,tertiary
55,management,married,primary
47,blue-collar,married,secondary
40,blue-collar,married,primary
54,self-employed,divorced,tertiary
44,blue-collar,divorced,secondary
33,blue-collar,single,primary
35,management,married,tertiary
49,management,married,tertiary
47,technician,married,tertiary
35,self-employed,single,tertiary
32,admin.,single,tertiary
29,blue-collar,married,primary
52,services,divorced,primary
51,blue-collar,married,primary
33,management,married,tertiary
38,technician,married,tertiary
52,unemployed,divorced,secondary
35,admin.,married,secondary
33,technician,single,secondary
30,blue-collar,married,primary
49,entrepreneur,married,secondary
56,blue-collar,single,primary
28,self-employed,single,tertiary
34,management,married,tertiary
29,housemaid,married,secondary
44,blue-collar,married,primary
29,services,married,primary
60,retired,divorced,primary
48,admin.,divorced,secondary
45,technician,married,secondary
45,management,married,tertiary
32,entrepreneur,single,primary
53,retired,married,primary
33,blue-collar,single,primary
53,blue-collar,married,primary
40,management,married,tertiary
34,management,married,tertiary
58,housemaid,divorced,primary
34,management,married,tertiary
54,blue-collar,married,primary
50,blue-collar,married,primary
32,admin.,single,secondary
35,technician,single,secondary
59,services,married,secondary
37,admin.,married,primary
51,management,single,tertiary
31,blue-collar,married,secondary
56,blue-collar,married,primary
31,services,married,secondary
52,entrepreneur,married,secondary
46,technician,divorced,secondary
37,management,married,tertiary
34,management,single,tertiary
28,blue-collar,married,secondary
42,services,single,secondary
29,services,single,primary
54,management,married,primary
35,blue-collar,single,primary
29,unemployed,married,tertiary
56,unemployed,married,primary
35,services,married,secondary
35,services,single,secondary
43,technician,divorced,secondary
53,technician,single,tertiary
39,management,married,tertiary
32,management,single,secondary
44,housemaid,single,primary
33,technician,married,tertiary
34,technician,married,secondary
48,blue-collar,married,secondary
48,blue-collar,married,primary
32,housemaid,married,primary
40,blue-collar,married,primary
59,retired,married,tertiary
38,blue-collar,married,primary
31,blue-collar,married,secondary
43,technician,married,secondary
32,blue-collar,married,secondary
34,technician,married,tertiary
60,housemaid,married,primary
40,blue-collar,divorced,secondary
57,retired,married,primary
26,self-employed,single,tertiary
40,services,married,secondary
51,retired,married,primary
35,blue-collar,married,primary
65,retired,married,primary
32,blue-collar,single,primary
52,blue-collar,single,primary
42,management,married,tertiary
50,technician,single,secondary
44,blue-collar,married,primary
32,blue-collar,married,primary
35,entrepreneur,single,tertiary
48,services,divorced,primary
34,admin.,married,secondary
33,admin.,married,secondary
27,admin.,married,secondary
55,technician,married,secondary
58,management,married,tertiary
34,technician,married,secondary
58,housemaid,married,primary
41,management,divorced,tertiary
34,technician,single,secondary
53,retired,married,primary
60,retired,married,tertiary
30,blue-collar,married,primary
33,housemaid,married,primary
34,blue-collar,married,secondary
38,blue-collar,married,secondary
34,admin.,married,secondary
69,retired,married,primary
43,management,married,tertiary
59,entrepreneur,married,primary
38,entrepreneur,divorced,secondary
38,technician,single,secondary
30,services,married,secondary
46,blue-collar,married,primary
37,management,single,tertiary
33,admin.,divorced,secondary
35,entrepreneur,married,tertiary
51,blue-collar,married,primary
40,blue-collar,married,secondary
31,technician,married,tertiary
40,management,married,tertiary
60,entrepreneur,married,secondary
26,self-employed,single,tertiary
27,technician,single,secondary
57,retired,divorced,primary
43,technician,single,secondary
59,housemaid,married,primary
57,blue-collar,married,primary
26,entrepreneur,single,tertiary
60,blue-collar,married,primary
58,management,divorced,tertiary
27,blue-collar,single,secondary
31,services,married,primary
33,services,divorced,secondary
37,management,married,tertiary
29,blue-collar,single,secondary
42,entrepreneur,married,secondary
54,management,married,tertiary
45,management,married,tertiary
28,management,single,tertiary
33,technician,single,secondary
36,entrepreneur,married,tertiary
34,unemployed,married,secondary
36,management,married,tertiary
39,self-employed,married,tertiary
38,admin.,married,secondary
60,retired,married,primary
38,services,single,primary
44,technician,divorced,secondary
59,admin.,married,secondary
30,services,single,secondary
33,student,divorced,secondary
41,technician,single,secondary
37,technician,married,secondary
59,technician,married,primary
51,admin.,married,tertiary
31,technician,married,secondary
48,management,married,tertiary
32,technician,single,secondary
34,management,single,tertiary
54,blue-collar,married,secondary
53,blue-collar,married,primary
40,technician,married,secondary
42,blue-collar,married,primary
36,services,married,primary
59,blue-collar,married,primary
31,management,married,secondary
32,admin.,single,secondary
35,management,single,tertiary
29,admin.,single,secondary
55,management,divorced,tertiary
58,management,married,tertiary
31,services,married,secondary
57,entrepreneur,married,primary
57,blue-collar,married,primary
43,technician,married,tertiary
47,blue-collar,married,primary
47,housemaid,married,primary
49,technician,married,secondary
31,blue-collar,married,primary
36,blue-collar,married,secondary
36,self-employed,single,tertiary
35,management,single,tertiary
58,technician,married,secondary
36,management,married,tertiary
26,student,single,secondary
40,blue-collar,married,primary
29,services,married,secondary
34,technician,single,tertiary
49,management,married,secondary
41,technician,married,secondary
46,technician,married,tertiary
75,retired,divorced,primary
36,management,married,tertiary
40,blue-collar,single,primary
42,blue-collar,divorced,primary
35,blue-collar,married,primary
42,management,married,tertiary
34,technician,single,secondary
41,technician,divorced,secondary
43,management,divorced,secondary
33,blue-collar,married,primary
46,entrepreneur,married,primary
31,blue-collar,married,primary
44,management,single,tertiary
50,blue-collar,married,primary
26,unemployed,single,secondary
58,admin.,married,primary
41,blue-collar,married,primary
41,admin.,married,secondary
41,technician,married,secondary
46,entrepreneur,single,tertiary
74,retired,married,primary
37,technician,single,secondary
33,technician,married,tertiary
52,blue-collar,married,primary
44,management,married,primary
32,admin.,married,tertiary
45,blue-collar,married,primary
35,services,married,secondary
43,technician,married,secondary
51,technician,married,secondary
29,blue-collar,married,primary
27,technician,single,secondary
38,blue-collar,married,primary
49,technician,married,secondary
24,blue-collar,single,secondary
44,blue-collar,married,primary
37,blue-collar,single,secondary
78,retired,married,primary
60,retired,divorced,secondary
38,technician,divorced,tertiary
58,management,married,tertiary
53,technician,married,secondary
54,blue-collar,married,primary
36,management,single,tertiary
59,housemaid,divorced,primary
44,management,married,tertiary
53,blue-collar,married,primary
55,entrepreneur,divorced,primary
33,blue-collar,married,primary
49,services,married,secondary
59,retired,married,primary
46,services,divorced,secondary
45,services,married,secondary
40,management,single,tertiary
57,entrepreneur,married,tertiary
36,blue-collar,married,secondary
37,management,married,tertiary
51,housemaid,married,primary
27,housemaid,married,primary
33,admin.,single,primary
25,management,single,tertiary
56,admin.,divorced,secondary
26,blue-collar,single,secondary
86,retired,married,primary
42,management,divorced,tertiary
58,retired,single,secondary
36,management,single,secondary
51,management,married,tertiary
46,technician,married,tertiary
34,management,married,tertiary
27,admin.,single,secondary
40,entrepreneur,married,tertiary
42,management,married,tertiary
32,self-employed,married,secondary
58,entrepreneur,married,tertiary
38,blue-collar,married,secondary
61,retired,married,secondary
40,blue-collar,married,primary
35,blue-collar,single,secondary
45,management,married,tertiary
28,technician,single,secondary
45,self-employed,married,primary
34,management,married,tertiary
43,housemaid,married,primary
58,management,married,primary
36,management,single,tertiary
58,retired,married,primary
36,management,married,secondary
42,blue-collar,married,primary
56,retired,married,primary
32,unemployed,single,primary
41,technician,married,tertiary
29,blue-collar,single,primary
47,self-employed,married,secondary
26,blue-collar,married,secondary
58,blue-collar,married,secondary
46,admin.,married,primary
51,admin.,married,secondary
60,retired,married,primary
42,unemployed,married,tertiary
35,management,married,tertiary
49,management,married,tertiary
37,admin.,single,tertiary
42,admin.,married,secondary
37,blue-collar,married,secondary
42,technician,divorced,tertiary
33,technician,married,tertiary
35,technician,single,tertiary
39,admin.,married,secondary
58,blue-collar,married,primary
40,technician,married,secondary
37,blue-collar,married,secondary
41,blue-collar,single,primary
40,blue-collar,married,secondary
62,retired,married,tertiary
31,blue-collar,single,secondary
31,admin.,single,primary
28,management,married,tertiary
30,management,single,tertiary
33,blue-collar,married,primary
79,retired,divorced,primary
52,self-employed,married,tertiary
51,retired,single,tertiary
57,management,married,tertiary
29,admin.,single,tertiary
50,management,married,tertiary
45,blue-collar,married,primary
27,student,single,tertiary
52,technician,married,secondary
61,retired,married,primary
33,housemaid,married,primary
45,blue-collar,married,primary
53,management,married,tertiary
36,blue-collar,married,primary
54,blue-collar,married,primary
41,unemployed,divorced,secondary
32,blue-collar,married,secondary
43,blue-collar,married,primary
54,technician,divorced,secondary
34,management,married,tertiary
56,blue-collar,married,primary
45,blue-collar,married,primary
43,retired,married,secondary
37,management,married,tertiary
50,blue-collar,married,primary
48,blue-collar,single,secondary
30,services,divorced,secondary
34,management,married,tertiary
36,management,married,tertiary
37,management,married,tertiary
40,admin.,married,secondary
45,admin.,single,secondary
41,blue-collar,married,primary
35,services,single,secondary
53,housemaid,single,primary
80,retired,married,primary
52,blue-collar,married,primary
30,housemaid,single,tertiary
28,management,single,tertiary
26,student,single,secondary
32,technician,single,secondary
45,admin.,married,secondary
28,management,married,secondary
56,management,married,primary
34,management,married,tertiary
33,admin.,single,tertiary
49,admin.,married,secondary
39,management,single,tertiary
59,housemaid,married,tertiary
46,housemaid,married,primary
54,management,married,tertiary
34,technician,divorced,secondary
40,blue-collar,married,primary
49,blue-collar,married,secondary
53,unemployed,married,primary
59,technician,married,primary
34,services,married,primary
27,management,single,tertiary
33,blue-collar,single,secondary
27,admin.,single,secondary
40,services,married,secondary
52,admin.,divorced,secondary
56,technician,divorced,tertiary
37,blue-collar,married,primary
32,management,married,secondary
34,entrepreneur,married,tertiary
47,services,married,secondary
49,admin.,married,tertiary
42,technician,married,secondary
46,blue-collar,single,primary
39,management,married,tertiary
42,self-employed,married,tertiary
33,management,married,tertiary
39,management,married,tertiary
32,housemaid,married,primary
21,blue-collar,single,secondary
53,management,married,tertiary
34,admin.,married,secondary
31,unemployed,single,secondary
42,self-employed,married,tertiary
38,blue-collar,divorced,primary
36,management,married,tertiary
33,technician,single,tertiary
29,entrepreneur,married,tertiary
38,services,single,primary
59,management,single,tertiary
47,admin.,married,secondary
32,blue-collar,single,secondary
29,management,single,secondary
30,student,single,tertiary
28,blue-collar,married,primary
57,retired,married,primary
50,management,married,tertiary
46,management,married,tertiary
33,management,married,tertiary
35,management,single,tertiary
34,blue-collar,married,tertiary
43,technician,single,tertiary
28,student,single,tertiary
37,management,married,tertiary
52,blue-collar,divorced,primary
31,services,single,secondary
45,blue-collar,married,primary
30,technician,married,tertiary
70,retired,married,primary
43,blue-collar,married,primary
56,housemaid,married,primary
43,unknown,married,primary
52,self-employed,married,primary
38,technician,single,tertiary
32,technician,single,tertiary
27,services,single,secondary
46,unemployed,single,tertiary
61,retired,married,primary
37,admin.,single,tertiary
25,management,single,tertiary
38,blue-collar,married,secondary
37,technician,divorced,tertiary
31,technician,married,secondary
60,retired,divorced,primary
30,blue-collar,married,secondary
49,management,single,tertiary
38,blue-collar,married,primary
54,retired,married,secondary
49,admin.,divorced,secondary
38,technician,single,tertiary
49,entrepreneur,single,tertiary
29,services,single,primary
50,technician,single,tertiary
66,housemaid,married,secondary
26,blue-collar,married,primary
55,self-employed,married,secondary
28,admin.,single,secondary
61,management,married,tertiary
42,blue-collar,married,primary
34,management,married,tertiary
33,technician,married,tertiary
44,services,married,secondary
51,blue-collar,married,primary
34,admin.,single,secondary
61,blue-collar,single,primary
24,blue-collar,single,primary
47,blue-collar,divorced,primary
31,services,single,primary
30,technician,married,secondary
37,self-employed,married,tertiary
55,retired,married,secondary
53,technician,divorced,primary
33,unemployed,married,tertiary
57,housemaid,married,primary
40,blue-collar,married,primary
45,entrepreneur,married,primary
41,blue-collar,single,primary
45,technician,married,tertiary
41,housemaid,married,primary
48,blue-collar,married,secondary
53,retired,single,secondary
27,unemployed,single,primary
39,blue-collar,married,primary
59,self-employed,single,primary
37,management,single,tertiary
40,services,married,secondary
32,blue-collar,married,secondary
31,self-employed,single,tertiary
27,management,single,tertiary
39,blue-collar,single,secondary
33,admin.,married,tertiary
31,blue-collar,married,secondary
54,blue-collar,married,primary
57,management,married,tertiary
32,blue-collar,single,secondary
46,unemployed,married,primary
41,blue-collar,married,primary
34,admin.,single,secondary
45,blue-collar,married,primary
41,management,married,tertiary
36,admin.,single,tertiary
42,housemaid,divorced,tertiary
36,technician,single,secondary
31,management,divorced,tertiary
31,admin.,married,secondary
51,management,married,secondary
61,retired,divorced,primary
46,blue-collar,divorced,primary
35,blue-collar,married,primary
50,admin.,divorced,secondary
32,blue-collar,married,primary
38,blue-collar,married,secondary
41,admin.,divorced,secondary
33,management,married,tertiary
44,management,divorced,tertiary
63,retired,married,primary
35,blue-collar,married,secondary
53,technician,married,secondary
46,management,married,tertiary
30,technician,single,secondary
37,management,married,tertiary
50,retired,married,secondary
35,self-employed,married,tertiary
33,management,single,tertiary
51,blue-collar,divorced,primary
25,blue-collar,single,secondary
28,management,married,tertiary
26,management,single,tertiary
35,blue-collar,married,primary
39,entrepreneur,married,primary
50,technician,married,primary
34,technician,married,secondary
51,blue-collar,married,secondary
56,blue-collar,divorced,primary
24,technician,single,tertiary
31,services,single,secondary
29,technician,single,secondary
36,entrepreneur,single,tertiary
38,management,single,tertiary
29,management,married,tertiary
45,management,married,tertiary
24,technician,single,secondary
32,management,single,tertiary
32,blue-collar,married,primary
30,technician,single,tertiary
36,admin.,married,tertiary
44,self-employed,divorced,tertiary
55,services,married,primary
35,technician,single,secondary
60,blue-collar,married,primary
27,blue-collar,single,secondary
55,entrepreneur,married,tertiary
42,admin.,married,secondary
31,technician,single,secondary
34,management,married,tertiary
43,blue-collar,married,primary
26,blue-collar,single,secondary
36,management,single,tertiary
54,retired,married,primary
35,blue-collar,single,primary
73,retired,married,primary
37,blue-collar,married,primary
53,blue-collar,married,primary
31,entrepreneur,single,tertiary
26,services,single,secondary
48,technician,divorced,secondary
40,blue-collar,married,primary
43,management,married,primary
48,blue-collar,married,secondary
29,blue-collar,married,primary
33,management,married,tertiary
38,blue-collar,married,primary
42,blue-collar,married,secondary
33,services,married,secondary
47,technician,married,secondary
46,services,married,primary
34,management,married,tertiary
51,services,married,secondary
47,blue-collar,married,primary
30,management,single,tertiary
35,technician,single,tertiary
45,technician,single,primary
45,blue-collar,married,primary
81,retired,married,primary
47,technician,divorced,secondary
53,blue-collar,divorced,primary
33,management,married,tertiary
46,entrepreneur,divorced,secondary
32,management,married,tertiary
53,housemaid,married,primary
38,management,married,tertiary
47,technician,married,tertiary
43,blue-collar,married,secondary
32,admin.,married,secondary
34,services,married,secondary
40,retired,married,tertiary
45,management,married,tertiary
31,housemaid,married,primary
53,management,married,secondary
76,retired,divorced,primary
30,admin.,single,secondary
43,blue-collar,married,primary
45,blue-collar,married,secondary
54,management,married,tertiary
44,blue-collar,married,secondary
58,retired,married,secondary
29,self-employed,married,secondary
50,blue-collar,divorced,primary
27,technician,married,secondary
53,management,married,primary
35,admin.,married,secondary
31,management,married,tertiary
34,technician,single,tertiary
25,management,single,tertiary
52,admin.,married,primary
45,entrepreneur,married,tertiary
42,services,divorced,secondary
50,services,married,primary
49,housemaid,married,primary
48,unemployed,married,primary
55,retired,married,primary
33,admin.,single,secondary
47,entrepreneur,divorced,tertiary
43,services,single,tertiary
32,blue-collar,single,primary
35,blue-collar,single,secondary
37,unemployed,married,tertiary
40,management,married,secondary
43,housemaid,single,primary
56,services,married,secondary
24,management,married,secondary
48,blue-collar,married,primary
37,technician,single,tertiary
28,blue-collar,married,secondary
50,management,married,secondary
57,services,married,primary
37,services,single,secondary
33,management,divorced,tertiary
54,blue-collar,married,primary
54,management,married,tertiary
31,student,single,tertiary
30,technician,single,tertiary
28,technician,single,secondary
60,admin.,single,secondary
48,management,married,tertiary
29,housemaid,single,tertiary
51,management,married,tertiary
57,management,married,tertiary
58,technician,married,primary
32,blue-collar,married,primary
32,management,divorced,tertiary
35,admin.,single,secondary
30,blue-collar,married,primary
36,blue-collar,married,primary
60,management,divorced,secondary
29,technician,single,tertiary
32,blue-collar,single,secondary
48,technician,divorced,tertiary
32,management,married,tertiary
35,housemaid,married,primary
59,retired,divorced,tertiary
39,blue-collar,married,primary
34,self-employed,single,tertiary
61,retired,married,tertiary
57,admin.,married,primary
29,technician,single,tertiary
30,technician,single,tertiary
55,blue-collar,married,primary
37,blue-collar,single,secondary
55,admin.,married,secondary
38,technician,married,secondary
32,technician,married,tertiary
37,management,married,tertiary
60,entrepreneur,married,primary
36,services,married,tertiary
50,management,married,tertiary
26,entrepreneur,single,secondary
52,retired,divorced,primary
45,blue-collar,married,secondary
45,housemaid,married,tertiary
45,management,divorced,tertiary
34,admin.,married,secondary
23,blue-collar,single,secondary
31,blue-collar,married,primary
42,blue-collar,married,secondary
51,housemaid,married,primary
44,blue-collar,married,primary
30,blue-collar,married,primary
39,services,single,secondary
36,services,married,secondary
46,blue-collar,married,primary
34,management,married,tertiary
53,management,married,primary
55,blue-collar,single,primary
41,admin.,married,secondary
47,blue-collar,married,primary
30,blue-collar,single,secondary
32,technician,single,tertiary
32,technician,single,secondary
57,retired,married,primary
48,entrepreneur,married,tertiary
70,retired,married,primary
36,management,married,tertiary
31,services,single,secondary
38,services,married,secondary
26,services,married,secondary
42,retired,married,primary
31,management,married,tertiary
40,management,married,secondary
34,student,single,primary
48,management,single,tertiary
35,technician,married,secondary
33,technician,single,secondary
34,management,single,tertiary
36,blue-collar,married,secondary
31,blue-collar,married,primary
59,technician,married,secondary
35,management,married,tertiary
48,services,married,secondary
35,technician,single,secondary
45,technician,married,tertiary
53,self-employed,married,primary
35,management,single,tertiary
30,management,single,tertiary
30,admin.,divorced,secondary
47,technician,divorced,secondary
27,services,married,secondary
37,technician,single,tertiary
70,retired,divorced,primary
33,blue-collar,married,primary
40,admin.,married,primary
57,admin.,divorced,primary
41,blue-collar,married,secondary
50,management,divorced,tertiary
60,blue-collar,married,primary
26,management,single,tertiary
57,blue-collar,married,primary
28,services,single,secondary
49,housemaid,married,primary
38,management,married,tertiary
49,housemaid,married,secondary
26,admin.,married,secondary
32,technician,single,tertiary
48,management,married,tertiary
27,management,single,tertiary
58,management,married,primary
38,blue-collar,single,primary
24,student,single,secondary
60,retired,divorced,primary
35,blue-collar,married,secondary
43,blue-collar,married,secondary
28,admin.,single,secondary
32,blue-collar,single,primary
56,self-employed,divorced,primary
57,blue-collar,married,primary
50,blue-collar,married,primary
56,admin.,divorced,primary
46,self-employed,married,primary
32,admin.,single,tertiary
29,technician,single,tertiary
45,management,married,tertiary
51,management,married,tertiary
59,retired,divorced,primary
30,management,married,tertiary
50,services,married,primary
59,management,married,tertiary
35,blue-collar,divorced,primary
30,management,single,tertiary
32,services,married,secondary
49,management,married,tertiary
48,blue-collar,married,secondary
48,management,married,tertiary
38,blue-collar,divorced,secondary
51,entrepreneur,married,secondary
55,blue-collar,divorced,primary
44,blue-collar,married,primary
53,admin.,married,secondary
30,technician,single,tertiary
33,technician,married,secondary
37,management,divorced,tertiary
37,entrepreneur,single,tertiary
38,management,married,tertiary
46,blue-collar,married,primary
26,blue-collar,single,secondary
33,technician,married,tertiary
59,retired,married,tertiary
35,admin.,divorced,secondary
28,student,single,secondary
29,management,married,tertiary
51,blue-collar,married,secondary
51,management,married,tertiary
39,blue-collar,married,primary
45,management,married,tertiary
35,technician,married,secondary
26,admin.,single,tertiary
65,retired,married,tertiary
33,management,married,tertiary
32,technician,married,tertiary
39,management,divorced,tertiary
39,management,married,tertiary
51,management,divorced,tertiary
39,management,married,tertiary
55,housemaid,married,primary
55,technician,married,secondary
46,blue-collar,single,primary
48,admin.,divorced,secondary
53,admin.,single,secondary
50,management,divorced,tertiary
34,blue-collar,married,secondary
38,services,divorced,secondary
43,management,married,tertiary
28,student,single,secondary
29,technician,single,tertiary
51,entrepreneur,married,tertiary
46,management,married,tertiary
36,unemployed,married,secondary
41,blue-collar,married,primary
42,blue-collar,married,secondary
43,technician,married,secondary
42,entrepreneur,divorced,secondary
33,admin.,single,secondary
48,management,married,tertiary
36,blue-collar,married,primary
36,admin.,single,secondary
32,blue-collar,single,primary
31,entrepreneur,married,secondary
36,management,married,tertiary
59,management,married,primary
36,management,divorced,tertiary
23,blue-collar,single,primary
52,management,married,tertiary
52,technician,married,secondary
57,admin.,married,secondary
53,admin.,married,secondary
33,self-employed,married,tertiary
31,technician,single,secondary
50,management,married,tertiary
31,management,married,tertiary
64,housemaid,married,primary
51,blue-collar,divorced,secondary
30,admin.,married,secondary
32,technician,single,secondary
77,retired,married,primary
